,0
492,0.2834397
493,0.24408203
494,-0.29509783
495,2.0947561
496,-1.390278
497,0.5596328
498,0.19492981
499,-1.7262397
500,0.36287773
501,-0.3789463
502,-0.15589456
503,-0.6104176
504,1.2155479
505,-0.16091645
506,-0.58930844
507,-0.78555083
508,0.6032058
509,-0.16755785
510,0.0029654116
511,-1.1309766
512,-0.48184085
513,1.409202
514,-0.2714979
515,-0.20660585
516,-0.06189195
517,0.25230312
518,-1.7206414
519,-0.327362
520,1.8806977
521,1.9863952
522,0.2888577
523,-0.17262165
524,1.2753494
525,-0.67215
526,-0.8410814
527,0.21565808
528,-0.09866751
529,0.120996565
530,-0.19861178
531,-0.4241401
532,0.6927623
533,1.3917677
534,-0.8708525
535,0.605165
536,3.0
537,-0.81046873
538,0.08751817
539,1.5632803
540,0.02865196
541,-0.45867357
542,-0.47393417
543,1.7876633
544,0.50999635
545,-0.5206385
546,0.63911945
547,-0.1331122
548,-0.4655663
549,-0.835017
550,-0.011040572
551,-0.4510173
552,2.0327058
553,-0.038545664
554,1.5006288
555,-0.10145484
556,-1.0472333
557,-0.05475581
558,1.4351625
559,0.7736533
560,0.32395372
561,-0.7342891
562,-0.4286735
563,-0.43396962
564,0.5865254
565,-0.3035093
566,0.1722128
567,-0.39424056
568,-0.083125025
569,3.0
570,-0.13138294
571,-0.4745438
572,-0.02263653
573,-1.1911721
574,-0.65100974
575,0.7489764
576,-1.1899314
577,0.23052797
578,-0.14396892
579,-0.7347725
580,-0.4985193
581,0.28738952
582,-0.15456444
583,1.6650872
584,0.09603109
585,-0.6808645
586,-0.77493757
587,0.32371143
588,-0.30035666
589,0.6039589
590,-0.26248473
591,0.91357857
592,-0.5202375
593,0.9991821
594,0.04154348
595,-0.4266905
596,-0.59501684
597,0.6966543
598,-0.0659326
599,3.0
600,-1.0826311
601,0.10502567
602,-0.22381961
603,1.3545786
604,-0.5400878
605,0.10485172
606,-0.660945
607,-0.63513505
608,-0.042297766
609,0.385498
610,0.49886099
611,-0.38609353
612,-0.27805972
613,1.2064487
614,-0.76253283
615,-0.25565636
616,-0.53232014
617,-0.09565161
618,0.4974115
619,-0.42873368
620,-0.23653816
621,0.02340963
622,0.68201697
623,-0.20691271
624,-0.01213762
625,0.8554195
626,0.089969166
627,-0.3789742
628,-0.7835834
629,-0.23710729
630,0.22686328
631,-0.37512395
632,-0.24379519
633,-1.1840487
634,-0.4395679
635,-0.045693208
636,0.7580146
637,-0.87209266
638,0.5616612
639,-0.35444954
640,0.20370454
641,-0.23858829
642,0.1426622
643,1.3040316
644,0.895491
645,0.02025214
646,-0.43779758
647,-0.41233632
648,-0.31520763
649,0.24759573
650,0.4371485
651,0.6162613
652,-0.55472606
653,-0.40185133
654,-0.19543485
655,-0.07502371
656,-0.6114261
657,-0.21934913
658,-0.43253517
659,-0.63612175
660,-0.68067473
661,-0.16750914
662,0.41210705
663,0.20459384
664,-0.17879558
665,0.29266122
666,-0.5390886
667,0.2829173
668,-0.5497322
669,-0.7574104
670,0.16400537
671,3.0
672,-0.31104732
673,0.009372663
674,0.5119124
675,-0.8804315
676,-0.6081804
677,-1.8049867
678,-0.31620052
679,-1.3849552
680,-0.5541454
681,1.8407189
682,0.15881707
683,-0.16549961
684,-0.025114065
685,-0.33339447
686,-0.2847609
687,-0.7346929
688,0.8102814
689,0.34770784
690,-0.23350479
691,0.08722906
692,-0.46861112
693,-0.779837
694,-0.6852257
695,-0.5545103
696,0.025040137
697,-0.008450177
698,0.3265125
699,-1.0946239
700,1.4191046
701,-0.26434812
702,-0.061466187
703,0.021419713
704,0.21850479
705,0.07143356
706,-0.3804598
707,-0.4475645
708,0.2626207
709,0.18781605
710,-0.42569977
711,1.3725284
712,1.0218408
713,0.38677648
714,0.78542715
715,-0.96255255
716,-1.703045
717,-0.22200835
718,0.69778174
719,-0.6831104
720,-0.20102255
721,1.1942939
722,0.4341266
723,-0.36600533
724,1.227478
725,0.019524466
726,0.16405079
727,0.3841124
728,0.24117121
729,-0.4587259
730,0.24476747
731,0.19758353
732,-1.4978389
733,-0.47669485
734,2.6410189
735,-0.2121938
736,-0.18810037
737,3.0
738,-0.7791111
739,-0.6814306
740,-0.6750528
741,-0.3395403
742,-0.82726634
743,-0.07591977
744,-1.0392842
745,-0.32312587
746,-0.7103242
747,0.084860444
748,-0.8562345
749,-0.42826742
750,-0.74964815
751,-0.8169515
752,-0.26780578
753,-2.2841763
754,-0.17096317
755,-0.47896668
756,1.1560752
757,-0.33760023
758,0.5365831
759,-0.053020794
760,1.05194
761,-0.40483457
762,-0.603239
763,-0.09284524
764,-0.9107294
765,-0.5804852
766,1.3852417
767,1.3691622
768,-0.65185463
769,0.08538948
770,3.0
771,0.17520863
772,-0.08768053
773,1.8599553
774,-0.40211695
775,-0.12988107
776,-1.1045487
777,0.19372918
778,-0.67421544
779,1.7636719
780,-0.7853638
781,-0.7004202
782,0.0785611
783,0.8200169
784,-0.24314126
785,-0.41875875
786,3.0
787,-0.16365527
788,2.076811
789,0.30587596
790,-0.37744856
791,3.0
792,1.785726
793,-0.48485893
794,0.7896541
795,-1.3182184
796,2.438488
797,-0.14363092
798,-0.9937204
799,-0.020222047
800,0.58176035
801,-1.0461675
802,-0.055121623
803,0.5896001
804,0.42103142
805,-0.56625164
806,0.3560693
807,0.76818824
808,2.8398106
809,0.47493446
810,0.05418196
811,0.5251674
812,0.18987145
813,-0.22936541
814,-0.74853975
815,0.13582288
816,-1.185065
817,3.0
818,-0.98036516
819,-0.3876606
820,-0.6014864
821,0.25824085
822,-0.5235162
823,-0.036131307
824,0.19514404
825,-0.60247964
826,0.21444595
827,-0.52242297
828,-0.5730312
829,1.1416664
830,-0.4860466
831,1.0260061
832,0.21821018
833,0.74411577
834,-0.3325173
835,1.2195696
836,-0.05885156
837,-0.8494771
838,-0.21579766
839,-0.3017305
840,-0.13930847
841,-0.36172906
842,0.057338838
843,-0.12689328
844,-0.35002366
845,0.1863482
846,0.9214842
847,0.6872385
848,-0.43909553
849,-0.16882792
850,-0.3693817
851,-0.6817927
852,-0.36987787
853,-0.69702834
854,1.0103706
855,-0.34040558
856,-0.112066895
857,-0.20632014
858,0.8838355
859,-0.631482
860,-0.40433294
861,-0.02920033
862,-0.5897632
863,-0.18035759
864,0.11562588
865,-0.44006032
866,-0.49412823
867,-0.3611804
868,-0.05357389
869,-1.1452742
870,0.108051404
871,0.7386844
872,-0.59764755
873,-0.37254652
874,-0.44886282
875,0.78857744
876,0.017848806
877,0.4527467
878,-0.43698996
879,-0.4590945
880,-0.7319287
881,1.5079294
882,-0.25500557
883,0.028507454
884,0.3528733
885,0.080098785
886,0.8954497
887,-1.0821944
888,-0.13376847
889,0.22221638
890,1.3078469
891,-0.52067643
892,-0.32574767
893,-0.3205377
894,0.66800916
895,0.36323354
896,3.0
897,-0.95791906
898,-1.1574732
899,0.12911129
900,-0.16897757
901,-0.3604723
902,-0.40058824
903,0.118542746
904,0.09110686
905,0.45509633
906,-0.1935861
907,1.6604612
908,-0.5476817
909,2.1821294
910,0.016048752
911,-0.8685599
912,0.12944867
913,-0.15669279
914,0.23424569
915,0.17701556
916,0.004088863
917,-1.4239912
918,-0.50171787
919,1.006681
920,0.7058055
921,2.1700103
922,-0.018013304
923,-0.052701995
924,-0.63371456
925,2.1208873
926,-0.5882858
927,-0.7477858
928,-2.290267
929,-0.7216259
930,-0.6011378
931,-0.35138488
932,-0.31320864
933,0.36011535
934,-0.6824261
935,-0.45801756
936,0.72184324
937,0.44952375
938,-0.2669919
939,0.71298814
940,0.2255117
941,-0.85426414
942,2.9332898
943,-0.6768173
944,-0.6394563
945,0.0010201281
946,-0.82076335
947,-0.7660259
948,0.6337742
949,-0.42469397
950,-0.49370056
951,0.95641106
952,-0.69087976
953,1.1772318
954,-0.720263
955,0.3942643
956,0.18751171
957,-1.3812846
958,0.2421315
959,0.24201733
960,-0.27448833
961,0.25050274
962,-0.4104275
963,-1.469911
964,-0.5101004
965,-0.16943012
966,0.28818047
967,-0.86644965
968,-0.19432373
969,-0.41496146
970,0.0062655387
971,0.52118677
972,0.40352327
973,-0.5628669
974,0.6042115
975,2.2940228
976,-0.4728782
977,-0.21403715
978,-0.7623161
979,-0.74101514
980,-0.34447825
981,3.0
982,-0.74221444
983,-0.07243691
984,0.5487096
985,-1.0465096
986,1.4480253
987,0.4355502
988,-0.71369493
989,1.3503114
990,0.0412546
991,0.5251297
992,0.44067892
993,-0.16430059
994,1.0973392
995,3.0
996,0.08822779
997,-0.32485047
998,-0.18489322
999,-0.515704
1000,-1.2914646
1001,-0.31355208
1002,-0.78706557
1003,0.21394233
1004,-0.24308607
1005,-0.16551836
1006,-0.92011106
1007,0.22903433
1008,-0.0778507
1009,-0.07730141
1010,-0.19270429
1011,0.46587595
1012,-1.5731655
1013,-0.7494328
1014,0.050096493
1015,-0.5959759
1016,-0.11324027
1017,0.1770163
1018,-0.27907106
1019,-0.53833514
1020,0.8729245
1021,0.64707214
1022,0.2831037
1023,-0.39955488
1024,-0.15159772
1025,-0.50788367
1026,0.30691496
1027,0.47923708
1028,-0.06707991
1029,0.12522765
1030,-0.67897916
1031,-0.17131037
1032,0.24219753
1033,0.4868106
1034,0.5781853
1035,0.06212585
1036,-0.7113243
1037,-0.2698497
1038,1.5493025
1039,-0.83894885
1040,0.72622985
1041,-1.0488614
1042,-0.5076424
1043,0.49785462
1044,-0.26204506
1045,0.20380133
1046,0.81013393
1047,-0.30080402
1048,-0.14764677
1049,-0.28671324
1050,-0.17470028
1051,-0.2882131
1052,-0.11947549
1053,-0.34098485
1054,0.47410393
1055,-0.21186124
1056,-0.15609139
1057,0.08069389
1058,-0.41105285
1059,0.40819862
1060,2.3748355
1061,-1.2616245
1062,-0.3781892
1063,-0.05921092
1064,-0.078069314
1065,-0.3228274
1066,0.5366954
1067,-0.7733149
1068,-0.33306766
1069,0.66277397
1070,-1.2449988
1071,-0.36922243
1072,-0.2749011
1073,-0.24218464
1074,-0.3187666
1075,-0.16642234
1076,0.09585638
1077,-0.061877824
1078,-0.20080996
1079,0.101680174
1080,0.5460979
1081,-0.41221792
1082,0.40059045
1083,-0.50449556
1084,0.118046
1085,-1.5358398
1086,-0.44249734
1087,-0.49095434
1088,0.70380604
1089,-0.78682965
1090,-0.27471608
1091,-0.36934134
1092,-0.64925265
1093,-0.22047934
1094,-0.15259632
1095,-0.30962116
1096,0.015697068
1097,-0.11431349
1098,1.3438188
1099,-1.525895
1100,0.030258486
1101,-1.7395564
1102,0.3637428
1103,-0.5813232
1104,-0.33542022
1105,-0.92278904
1106,0.19696279
1107,0.2068254
1108,0.24093984
1109,0.5783051
1110,3.0
1111,-0.2031441
1112,-0.47638157
1113,0.5805086
1114,-0.16878696
1115,0.7614141
1116,-0.3833803
1117,0.08630661
1118,0.46744817
1119,-0.65841764
1120,-0.2384456
1121,0.3942499
1122,-0.59712106
1123,-0.6228675
1124,0.26142162
1125,1.1962295
1126,0.1960065
1127,-0.24192351
1128,0.22987747
1129,-0.49771124
1130,-0.3437681
1131,-0.41362846
1132,-0.65398836
1133,-0.7430021
1134,-0.19261414
1135,0.5383383
1136,-0.21930613
1137,0.17377897
1138,0.2491479
1139,1.0406278
1140,-0.11270333
1141,-0.41159746
1142,0.7742896
1143,1.7340444
1144,-0.4587096
1145,-0.8888655
1146,1.1212293
1147,-0.56584394
1148,0.014566896
1149,-0.275894
1150,-0.107346855
1151,-0.3901072
1152,-0.3980324
1153,0.10829222
1154,0.23656294
1155,-0.008925487
1156,3.0
1157,2.1966681
1158,-0.5385344
1159,-0.13976552
1160,0.7889133
1161,-0.0926712
1162,1.355867
1163,0.085216425
1164,0.12393455
1165,-1.100966
1166,-1.5213492
1167,-0.5094536
1168,0.6001073
1169,-0.087393984
1170,1.239491
1171,0.32461342
1172,0.11689
1173,-0.01711158
1174,-0.35662705
1175,0.5875042
1176,-0.5020456
1177,-1.1504446
1178,0.762863
1179,0.18505472
1180,0.16391516
1181,-1.3046788
1182,0.21712793
1183,-0.7099199
1184,1.2921633
1185,1.2070947
1186,0.3988446
1187,0.43706635
1188,-1.0708749
1189,-0.37848434
1190,0.74808556
1191,-0.20589574
1192,0.15660796
1193,0.060393564
1194,0.5578649
1195,-0.4829127
1196,0.17089581
1197,1.6377237
1198,-0.13520524
1199,-0.34368938
1200,-0.16157766
1201,0.52146983
1202,1.1952786
1203,0.37022945
1204,-0.030641038
1205,1.5964009
1206,-0.5774755
1207,-0.0740572
1208,0.37454462
1209,-0.5095796
1210,-0.005130403
1211,-0.85192245
1212,-0.1889344
1213,-0.113812685
1214,-0.4778046
1215,0.065848105
1216,0.49367487
1217,0.25367156
1218,0.55139923
1219,0.024969555
1220,-0.033710085
1221,0.26981354
1222,0.25209036
1223,0.30741814
1224,-0.189804
1225,0.16935527
1226,0.3694226
1227,-0.84801084
1228,-0.75155807
1229,0.8811409
1230,-0.8504073
1231,0.85285187
1232,1.3220434
1233,1.6885052
1234,0.17676225
1235,0.83051693
1236,0.46869764
1237,-0.69152147
1238,-0.48437348
1239,-1.0023338
1240,0.22817902
1241,0.36536637
1242,-0.6388634
1243,0.48811972
1244,-0.025720866
1245,1.0177789
1246,0.004885743
1247,-0.11400278
1248,0.9082448
1249,0.35461798
1250,0.46145615
1251,0.5933653
1252,3.0
1253,0.67045087
1254,0.26056302
1255,0.10648439
1256,-0.29502252
1257,2.1708012
1258,-0.0699792
1259,3.0
1260,-1.0941821
1261,-0.14795697
1262,-0.034474153
1263,-0.37924525
1264,-0.5923272
1265,-0.21282688
1266,0.90180874
1267,-0.5899495
1268,-0.6865223
1269,0.264764
1270,0.0009950611
1271,0.43278164
1272,0.47087336
1273,-0.6561751
1274,0.32498738
1275,-0.4865617
1276,0.59181297
1277,0.32840896
1278,-0.12449134
1279,0.08551484
1280,0.30376893
1281,-0.31967157
1282,-0.3386292
1283,0.045085534
1284,-0.2450298
1285,0.25895014
1286,-0.37206483
1287,2.251877
1288,0.10078293
1289,1.330609
1290,-0.29417086
1291,0.768864
1292,-0.37996316
1293,0.21833208
1294,-0.42213854
1295,-0.01693154
1296,0.60407615
1297,-0.69707316
1298,-0.26158476
1299,-0.5131026
1300,-0.5170432
1301,0.88345814
1302,-0.46174723
1303,-0.19306901
1304,0.54690367
1305,3.0
1306,0.5373083
1307,0.21564493
1308,-0.041512333
1309,1.8804268
1310,0.38990897
1311,-0.8139734
1312,-0.014624502
1313,-0.16609114
1314,1.7288003
1315,-0.4498976
1316,-0.5363867
1317,0.27653956
1318,1.1823733
1319,2.6082551
1320,-1.0482002
1321,-0.40048152
1322,0.40157512
1323,0.6434094
1324,0.5467487
1325,1.7569258
1326,-0.72262275
1327,0.9212974
1328,0.05868554
1329,0.60566825
1330,0.5363347
1331,-0.8218406
1332,-0.104730934
1333,0.55678624
1334,0.21972628
1335,-0.1363733
1336,1.0172607
1337,-0.25917318
1338,1.3787864
1339,-0.34843758
1340,0.025546212
1341,0.3858974
1342,-0.1329177
1343,-0.13693815
1344,-0.90549767
1345,0.3909411
1346,0.51572096
1347,0.92311424
1348,1.0671238
1349,0.16808568
1350,0.9687299
1351,-0.17587532
1352,-0.3889941
1353,-0.5311546
1354,2.5738647
1355,1.0368257
1356,-0.3316701
1357,0.6417815
1358,-0.23119684
1359,1.1680522
1360,-1.8431072
1361,0.5591248
1362,0.29746175
1363,-0.6814221
1364,-0.31936812
1365,0.5596411
1366,-0.5694593
1367,0.27992117
1368,0.02911247
1369,0.34684962
1370,0.0526322
1371,-0.10847956
1372,0.72705287
1373,-0.13524006
1374,0.056350674
1375,-0.47594532
1376,1.9184089
1377,-0.22328843
1378,-0.752073
1379,0.31270093
1380,0.95668584
1381,-0.9794997
1382,-0.03603247
1383,-0.34062964
1384,0.83032286
1385,-0.41468602
1386,-0.17417496
1387,0.4741282
1388,1.1556638
1389,3.0
1390,2.3383934
1391,0.38303995
1392,0.55349594
1393,0.121522404
1394,2.2323399
1395,-0.18362808
1396,0.7486641
1397,-0.150185
1398,0.2282181
1399,-0.47406948
1400,-0.2804816
1401,-0.5316128
1402,0.6550746
1403,-1.183354
1404,0.8880461
1405,1.0756426
1406,3.0
1407,-0.4626721
1408,0.041035645
1409,2.8980556
1410,-0.064503126
1411,1.3974962
1412,0.44753692
1413,-0.120630585
1414,0.26914328
1415,1.9952903
1416,0.07464625
1417,0.8982531
1418,0.5248758
1419,0.8852846
1420,1.0410439
1421,-0.6386751
1422,0.17370024
1423,-1.0964025
1424,0.67453253
1425,1.1517913
1426,-0.37405026
1427,0.42522696
1428,0.2878037
1429,0.3318851
1430,0.04589242
1431,-0.32158002
1432,0.2118689
1433,-0.9580364
1434,0.028445268
1435,1.5493113
1436,-0.69469434
1437,0.29501253
1438,-0.45738268
1439,-0.20808637
1440,-0.79843813
1441,-0.4409817
1442,0.50549394
1443,-1.406742
1444,3.0
1445,-0.66760767
1446,2.3652048
1447,3.0
1448,0.004474591
1449,0.52549267
1450,1.0378692
1451,-0.7386402
1452,-0.45457208
1453,-0.06987538
1454,0.18200874
1455,-0.9621047
1456,-0.5074909
1457,-0.45878634
1458,-0.09285649
1459,0.14831778
1460,-0.29687318
1461,-0.39343613
1462,0.33816695
1463,0.3405834
1464,0.018723402
1465,-0.2717392
1466,0.82664967
1467,-1.275557
1468,0.0147250695
1469,-0.50806
1470,-0.122379534
1471,0.9213588
1472,-0.5321054
1473,0.6354786
1474,0.51154196
1475,0.5349922
1476,-0.4221864
1477,-0.05930736
1478,-0.13800205
1479,-0.075787306
1480,-0.5325317
1481,0.092620835
1482,0.19365475
1483,-0.5079686
1484,-0.8758885
1485,0.2860129
1486,2.7341025
1487,0.0724034
1488,0.09570957
1489,-0.15327412
1490,0.16553701
1491,-0.7855812
1492,-0.1854885
1493,-0.3537095
1494,-0.022119703
1495,-0.01607111
1496,-0.072286956
1497,-0.6022935
1498,-1.3138183
1499,0.8950458
1500,0.468156
1501,1.2810782
1502,-0.31475344
1503,-1.6280942
1504,-0.05362301
1505,0.8951642
1506,3.0
1507,0.23495413
1508,-0.67741454
1509,-0.5834829
1510,0.6995117
1511,-0.21062212
1512,0.8709533
1513,0.28105956
1514,0.20925614
1515,-0.60651976
1516,-0.19132674
1517,0.101757556
1518,-0.3145793
1519,-0.09152477
1520,-0.2045055
1521,2.2203221
1522,0.2739956
1523,-0.2960454
1524,3.0
1525,-0.41562814
1526,0.91600055
1527,0.01891387
1528,-0.42727044
1529,-0.7878934
1530,-0.070018955
1531,-0.21385844
1532,-0.29094824
1533,-0.12360334
1534,0.09691801
1535,-0.45288607
1536,0.29444775
1537,-0.42807218
1538,0.29598916
1539,0.239854
1540,-0.38171247
1541,-0.36498883
1542,-0.53196156
1543,0.09976987
1544,0.7419676
1545,-0.1158852
1546,1.4888716
1547,0.78419375
1548,-0.09290192
1549,0.050389692
1550,-0.47571447
1551,-0.21403447
1552,1.2038506
1553,0.06268927
1554,0.3731088
1555,0.2455699
1556,-0.19937137
1557,-0.085293345
1558,0.11876649
1559,-0.68425965
1560,0.045116883
1561,-1.5031023
1562,1.3673046
1563,-0.62459254
1564,0.7286816
1565,0.79478234
1566,-0.9232726
1567,-0.34627953
1568,0.6279198
1569,-0.017241603
1570,0.1557777
1571,-0.29837492
1572,-0.17406875
1573,-0.9365887
1574,0.5724254
1575,1.1778802
1576,0.20663834
1577,1.49222
1578,-0.50439054
1579,-0.23491594
1580,-0.3685118
1581,-0.047576323
1582,-1.336152
